"Market","date_char","Outcome","Back","Lay","Matched"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Ed Balls",17.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","James Purnell",3.55,NA,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Hilary Benn",19,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Steve Reed",4,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Sir Keir Starmer",110,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Will Straw",34,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Liam Byrne",3.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Harriet Harman",3.55,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Yvette Cooper",4,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Michael Dugher",25,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Lisa Nandy",3.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Chuka Umunna",6.2,8.2,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Sadiq Khan",3.65,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Jon Cruddas",3.65,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Alistair Darling",25,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Yvette Cooper",4,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Sir Keir Starmer",110,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Tristram Hunt",13,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Ed Balls",17.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Alan Johnson",14,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Jim Murphy",22,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Will Straw",34,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","James Purnell",3.55,NA,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Steve Reed",4,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Douglas Alexander",24,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Rachel Reeves",26,42,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Liam Byrne",3.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Hilary Benn",19,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Andy Burnham",4,4.5,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Michael Dugher",25,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","Harriet Harman",3.55,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 19:48:11","David Milliband",6.8,25,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Lisa Nandy",3.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Jon Cruddas",3.65,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Yvette Cooper",4,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Sadiq Khan",3.65,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","James Purnell",3.55,NA,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Steve Reed",4,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Alistair Darling",25,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Rachel Reeves",26,42,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Sir Keir Starmer",110,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Ed Balls",17.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Jim Murphy",22,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Michael Dugher",25,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Will Straw",34,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Chuka Umunna",6.2,8.2,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Douglas Alexander",24,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","David Milliband",6.8,25,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Liam Byrne",3.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Harriet Harman",3.55,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Hilary Benn",19,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Tristram Hunt",13,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Alan Johnson",14,1000,"7730"
"Next Party Leaders - Next Labour Leader","14/01/2015 11:21:31","Andy Burnham",4,4.5,"7730"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Alan Johnson",14,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Jon Cruddas",3.65,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Ed Balls",17.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Steve Reed",4,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Alistair Darling",25,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","David Milliband",7,25,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Lisa Nandy",3.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Yvette Cooper",4,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Sadiq Khan",3.65,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Andy Burnham",4,4.5,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Rachel Reeves",26,42,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Sir Keir Starmer",110,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Will Straw",34,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","James Purnell",3.55,NA,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Tristram Hunt",13,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Chuka Umunna",6.2,8.2,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Douglas Alexander",24,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Michael Dugher",25,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Jim Murphy",22,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Harriet Harman",3.55,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Hilary Benn",19,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 12:26:53","Liam Byrne",3.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Steve Reed",4,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Jon Cruddas",3.65,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","James Purnell",3.55,NA,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Will Straw",34,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Yvette Cooper",4,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Alistair Darling",25,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Sadiq Khan",3.65,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Douglas Alexander",24,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Harriet Harman",3.55,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Chuka Umunna",6.2,8.2,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Michael Dugher",25,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Alan Johnson",14,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Jim Murphy",22,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Ed Balls",17.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Rachel Reeves",26,42,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Hilary Benn",19,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Andy Burnham",4,4.5,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Liam Byrne",3.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Sir Keir Starmer",110,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Lisa Nandy",3.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","David Milliband",7,25,"7729"
"Next Party Leaders - Next Labour Leader","15/01/2015 19:48:00","Tristram Hunt",13,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Will Straw",34,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Hilary Benn",19,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Steve Reed",4,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Michael Dugher",25,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Alistair Darling",25,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Alan Johnson",14,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Douglas Alexander",24,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Chuka Umunna",6.4,8.2,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Lisa Nandy",3.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Sir Keir Starmer",110,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Harriet Harman",3.55,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Jon Cruddas",3.65,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Liam Byrne",3.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Jim Murphy",22,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Ed Balls",17.5,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","James Purnell",3.55,NA,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Yvette Cooper",4,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Tristram Hunt",13,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","David Milliband",7,25,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Rachel Reeves",26,42,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Sadiq Khan",3.65,1000,"7729"
"Next Party Leaders - Next Labour Leader","16/01/2015 17:05:07","Andy Burnham",4,4.5,"7729"
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Charles Kennedy",24,90,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Chris Huhne",20,1000,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","David Howarth",3.9,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","David Laws",27,100,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Don Foster",4.1,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Edward Davey",12,40,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Gordon Birtwistle",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Ian Swales",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Jo Swinson",9.2,70,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","John Thurso",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Julia Goldsworthy",4.1,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Lorely Burt",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Lynne Featherstone",1.01,95,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Mark Hunter",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Michael Moore",17.5,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Nick Harvey",3.95,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Norman Baker",1.01,1000,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Norman Lamb",1.01,7.4,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Paul Burstow",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Roger Williams",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Sarah Teather",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Steve Webb",14,80,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Tessa Munt",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Tim Farron",2.26,2.66,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Vince Cable",6.2,20,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Alistair Carmichael",4,19,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Danny Alexander",8.4,18,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","David Heath",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Dorothy Thornhill",20,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Duncan Hames",130,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Jenny Willott",3.65,700,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Jeremy Browne",20,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Simon Hughes",19.5,120,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Stephen Williams",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:16:50","Willie Rennie",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Charles Kennedy",24,90,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Chris Huhne",20,1000,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","David Howarth",3.9,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","David Laws",27,100,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Don Foster",4.1,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Edward Davey",12,40,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Gordon Birtwistle",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Ian Swales",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Jo Swinson",9.2,70,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","John Thurso",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Julia Goldsworthy",4.1,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Lorely Burt",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Lynne Featherstone",1.01,95,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Mark Hunter",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Michael Moore",17.5,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Nick Harvey",3.95,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Norman Baker",1.01,1000,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Norman Lamb",1.01,7.4,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Paul Burstow",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Roger Williams",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Sarah Teather",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Steve Webb",14,80,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Tessa Munt",3.65,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Tim Farron",2.26,2.66,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Vince Cable",6.2,20,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Jenny Willott",3.65,700,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Jeremy Browne",20,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Alistair Carmichael",4,19,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Danny Alexander",8.4,18,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","David Heath",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Dorothy Thornhill",20,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Duncan Hames",130,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Simon Hughes",19.5,120,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Stephen Williams",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","06/01/2015 17:20:37","Willie Rennie",1.01,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","07/01/2015 17:15:05","Julia Goldsworthy",4.1,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","07/01/2015 17:15:05","Charles Kennedy",25,90,NA
"Next Party Leaders - Next Liberal Democrat Leader","07/01/2015 17:15:05","Chris Huhne",20,1000,NA
"Next Party Leaders - Next Liberal Democrat Leader","07/01/2015 17:15:05","David Howarth",3.9,NA,NA
"Next Party Leaders - Next Liberal Democrat Leader","07/01/2015 17:15:05","David Laws",30,100,NA
"Next Party Leaders - Next Liberal Democrat Leader","07/01/2015 17:15:05","Don Foster",4.1,NA,NA
