"Market","date_char","Outcome","Back","Lay","Matched"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Grant Shapps",12.5,60,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Andrew Lansley",4.2,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Kwasi Kwarteng",65,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Sajid Javid",11.5,20,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","David Davis",25,80,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Jeremy Hunt",20,32,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Liam Fox",42,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","David Willetts",4.1,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Caroline Spelman",4.2,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Owen Paterson",44,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Chloe Smith",85,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Dominic Grieve",4,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Iain Duncan Smith",120,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Damian Green",24,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Nick Herbert",42,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Kenneth Clarke",100,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Malcolm Rifkind",55,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","William Hague",70,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Theresa Villiers",70,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Nadine Dorries",1.01,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Theresa May",5,5.6,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","John Redwood",100,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Chris Grayling",70,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Jacob Rees-Mogg",3.65,500,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Sir George Young",26,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Boris Johnson",3.45,3.8,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Maria Miller",50,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Priti Patel",13,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Francis Maude",70,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Mark Harper",70,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Ed Vaizey",3.65,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Jesse Norman",32,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Rory Stewart",60,500,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Oliver Letwin",4.2,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Eric Pickles",65,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Michael Gove",13,16,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Alan Duncan",75,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Greg Clark",65,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Justine Greening",55,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Andrew Mitchell",4.6,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Michael Portillo",80,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Louise Bagshawe",36,450,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Daniel Hannan",32,95,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Zac Goldsmith",23,1000,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","Peter Ainsworth",4.1,NA,"24188"
"Next Party Leaders - Next Conservative Leader","16/01/2015 17:05:07","George Osborne",9.2,15,"24188"
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Sir Keir Starmer",110,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Will Straw",34,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Alan Johnson",14.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Alistair Darling",130,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Andy Burnham",4,4.6,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Douglas Alexander",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Ed Balls",17,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Harriet Harman",3.55,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Hilary Benn",19,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Jon Cruddas",60,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Liam Byrne",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Lisa Nandy",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Sadiq Khan",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Steve Reed",4,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Tristram Hunt",13.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Chuka Umunna",6.2,8.2,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","David Milliband",5,80,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","James Purnell",3.55,NA,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Jim Murphy",22,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Michael Dugher",25,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Rachel Reeves",26,42,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:16:49","Yvette Cooper",4,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Alan Johnson",14.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Sir Keir Starmer",110,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Alistair Darling",130,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Andy Burnham",4,4.6,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Douglas Alexander",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Ed Balls",17,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Harriet Harman",3.55,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Hilary Benn",19,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Jon Cruddas",60,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Liam Byrne",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Lisa Nandy",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Sadiq Khan",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Steve Reed",4,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Tristram Hunt",13.5,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Will Straw",34,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Chuka Umunna",6.2,8.2,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","David Milliband",5,80,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","James Purnell",3.55,NA,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Jim Murphy",22,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Michael Dugher",25,1000,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Rachel Reeves",26,42,NA
"Next Party Leaders - Next Labour Leader","06/01/2015 17:20:37","Yvette Cooper",4,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Alan Johnson",14,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Alistair Darling",130,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Andy Burnham",4,4.5,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Douglas Alexander",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Ed Balls",17,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Harriet Harman",3.55,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Hilary Benn",19,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Jon Cruddas",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Liam Byrne",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Lisa Nandy",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Sadiq Khan",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Sir Keir Starmer",110,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Steve Reed",4,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Tristram Hunt",13,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Will Straw",34,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Chuka Umunna",6.2,8.2,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","David Milliband",5.5,25,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","James Purnell",3.55,NA,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Jim Murphy",22,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Michael Dugher",25,1000,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Rachel Reeves",26,42,NA
"Next Party Leaders - Next Labour Leader","07/01/2015 17:15:04","Yvette Cooper",4,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Alan Johnson",14,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Alistair Darling",25,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Andy Burnham",4,4.5,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Douglas Alexander",25,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Ed Balls",17,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Harriet Harman",3.55,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Hilary Benn",19,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Jim Murphy",22,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Jon Cruddas",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Liam Byrne",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Lisa Nandy",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Rachel Reeves",26,42,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Sadiq Khan",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Sir Keir Starmer",110,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Steve Reed",4,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Tristram Hunt",13,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Will Straw",34,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Chuka Umunna",6.2,8.2,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","David Milliband",5.5,25,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","James Purnell",3.55,NA,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Michael Dugher",25,1000,NA
"Next Party Leaders - Next Labour Leader","08/01/2015 15:14:40","Yvette Cooper",4,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Tristram Hunt",13,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Alan Johnson",14,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Alistair Darling",25,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Andy Burnham",4,4.5,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Douglas Alexander",3.55,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Ed Balls",17.5,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Harriet Harman",3.55,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Hilary Benn",19,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Jim Murphy",22,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Jon Cruddas",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Liam Byrne",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Lisa Nandy",3.5,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Rachel Reeves",26,42,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Sadiq Khan",3.65,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Sir Keir Starmer",110,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Steve Reed",4,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Will Straw",34,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Chuka Umunna",6.2,8.2,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","David Milliband",6,25,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","James Purnell",3.55,NA,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Michael Dugher",25,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 09:47:44","Yvette Cooper",4,1000,NA
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Jon Cruddas",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","David Milliband",6,25,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Michael Dugher",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Tristram Hunt",13,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Alan Johnson",14,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Andy Burnham",4,4.5,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Harriet Harman",3.55,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Yvette Cooper",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Steve Reed",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Hilary Benn",19,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","James Purnell",3.55,NA,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Liam Byrne",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Rachel Reeves",26,42,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Sadiq Khan",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Lisa Nandy",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Chuka Umunna",6.2,8.2,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Will Straw",34,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Sir Keir Starmer",110,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Ed Balls",17.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Alistair Darling",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Jim Murphy",22,1000,"7731"
"Next Party Leaders - Next Labour Leader","09/01/2015 20:11:44","Douglas Alexander",24,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Lisa Nandy",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","David Milliband",6,25,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Steve Reed",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Andy Burnham",4,4.5,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Sir Keir Starmer",110,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Yvette Cooper",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Hilary Benn",19,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","James Purnell",3.55,NA,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Chuka Umunna",6.2,8.2,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Harriet Harman",3.55,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Tristram Hunt",13,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Jon Cruddas",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Alan Johnson",14,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Sadiq Khan",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Jim Murphy",22,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Will Straw",34,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Michael Dugher",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Alistair Darling",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Ed Balls",17.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Rachel Reeves",26,42,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Liam Byrne",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","10/01/2015 10:58:06","Douglas Alexander",24,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Hilary Benn",19,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Jon Cruddas",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","David Milliband",6.8,25,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Tristram Hunt",13,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Lisa Nandy",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Ed Balls",17.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Harriet Harman",3.55,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Yvette Cooper",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","James Purnell",3.55,NA,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Chuka Umunna",6.2,8.2,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Douglas Alexander",24,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Alistair Darling",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Sadiq Khan",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Alan Johnson",14,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Will Straw",34,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Sir Keir Starmer",110,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Rachel Reeves",26,42,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Michael Dugher",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Andy Burnham",4,4.5,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Steve Reed",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Jim Murphy",22,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 10:47:44","Liam Byrne",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Sadiq Khan",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Jon Cruddas",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Sir Keir Starmer",110,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Alistair Darling",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","James Purnell",3.55,NA,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","David Milliband",6.8,25,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Lisa Nandy",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Ed Balls",17.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Chuka Umunna",6.2,8.2,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Andy Burnham",4,4.5,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Jim Murphy",22,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Tristram Hunt",13,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Harriet Harman",3.55,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Yvette Cooper",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Alan Johnson",14,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Will Straw",34,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Michael Dugher",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Hilary Benn",19,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Rachel Reeves",26,42,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Douglas Alexander",24,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Liam Byrne",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","11/01/2015 22:21:31","Steve Reed",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Alistair Darling",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Ed Balls",17.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Lisa Nandy",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","James Purnell",3.55,NA,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Will Straw",34,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Sir Keir Starmer",110,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Andy Burnham",4,4.5,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Jon Cruddas",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Tristram Hunt",13,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","David Milliband",6.8,25,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Yvette Cooper",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Douglas Alexander",24,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Steve Reed",4,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Jim Murphy",22,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Rachel Reeves",26,42,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Chuka Umunna",6.2,8.2,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Sadiq Khan",3.65,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Hilary Benn",19,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Alan Johnson",14,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Harriet Harman",3.55,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Michael Dugher",25,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 11:04:28","Liam Byrne",3.5,1000,"7731"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Alan Johnson",14,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Sadiq Khan",3.65,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Andy Burnham",4,4.5,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Lisa Nandy",3.5,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Alistair Darling",25,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Jon Cruddas",3.65,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Douglas Alexander",24,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Chuka Umunna",6.2,8.2,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","David Milliband",6.8,25,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Tristram Hunt",13,1000,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Rachel Reeves",26,42,"7730"
"Next Party Leaders - Next Labour Leader","12/01/2015 12:28:17","Jim Murphy",22,1000,"7730"
