Name;MP;Region;County Area;Electorate;CON;LAB;LIB;NAT;MIN;OTH
Antrim North;Rev Ian Paisley;3;Antrim;74450;6637;5585;25156;7191;1357;0
Antrim South;Rev William McCrea;3;Antrim;66931;11059;4706;14507;4407;3278;0
Belfast East;Peter Robinson;3;Antrim;53176;9275;844;15152;1029;3746;785
Belfast North;Nigel Dodds;3;Antrim;52853;2154;4950;13935;8747;438;316
Belfast South;Dr Alasdair McDonnell;3;Antrim;52668;7263;10339;9104;2882;2012;428
Belfast West;Gerry Adams;3;Antrim;53831;779;5033;3652;24348;432;301
Down North;Lady Sylvia Hermon;3;Down;59748;16268;1009;11324;205;2451;1033
Down South;Eddie McGrady;3;Down;73668;4775;21557;8815;12417;613;0
Fermanagh and South Tyrone;Michelle Gildernew;3;Fermanagh;67174;8869;7230;14056;18638;0;0
Foyle;Mark Durkan;3;Londonderry;69209;1091;21119;6557;15162;1649;31
Lagan Valley;Jeffrey Donaldson;3;Down;70742;9172;2598;23289;3197;4316;0
Londonderry East;Gregory Campbell;3;Londonderry;58861;7498;6077;15225;5709;924;71
Newry and Armagh;Conor Murphy;3;Armagh;72448;7025;12770;9311;20965;0;625
Strangford;Iris Robinson;3;Down;69040;7872;2496;20921;949;3332;1462
Tyrone West;Pat Doherty;3;Tyrone;60286;2981;3949;7742;16910;11905;0
Ulster Mid;Martin McGuinness;3;Tyrone;62657;4853;7922;10665;21641;0;345
Upper Bann;David Simpson;3;Armagh;72402;11381;5747;16679;9305;955;355
